driver_name,trip_id,pickup_zone,amount
Ethan,T03921,Staten Island,23.29
Bob,T03922,Manhattan,62.24
Ivan,T03923,Queens,42.54
Carlos,T03924,Brooklyn,61.35
Julia,T03925,Brooklyn,51.94
Fatima,T03926,Queens,11.93
Alice,T03927,Bronx,74.0
Diana,T03928,Queens,66.21
Diana,T03929,Queens,18.29
Ivan,T03930,Bronx,38.57
George,T03931,Brooklyn,38.77
Alice,T03932,Queens,13.41
Carlos,T03933,Bronx,56.55
Fatima,T03934,Staten Island,35.67
Fatima,T03935,Queens,62.75
Fatima,T03936,Bronx,24.55
Bob,T03937,Staten Island,38.72
Diana,T03938,Brooklyn,65.24
Carlos,T03939,Staten Island,32.12
Carlos,T03940,Queens,20.57
George,T03941,Brooklyn,18.18
Alice,T03942,Manhattan,46.83
Fatima,T03943,Queens,46.88
Bob,T03944,Manhattan,39.98
Diana,T03945,Queens,14.37
Fatima,T03946,Manhattan,64.9
Diana,T03947,Brooklyn,40.89
Ivan,T03948,Manhattan,8.69
Hana,T03949,Queens,8.02
Alice,T03950,Manhattan,10.96
George,T03951,Manhattan,50.27
Diana,T03952,Manhattan,71.63
Hana,T03953,Brooklyn,41.02
Ethan,T03954,Manhattan,38.76
Ethan,T03955,Manhattan,50.51
Hana,T03956,Queens,24.52
Carlos,T03957,Brooklyn,13.5
Ivan,T03958,Manhattan,12.81
Hana,T03959,Bronx,67.67
Fatima,T03960,Queens,56.72
Ivan,T03961,Bronx,46.41
Julia,T03962,Staten Island,66.56
Hana,T03963,Staten Island,73.61
Hana,T03964,Queens,57.8
Alice,T03965,Bronx,51.02
Alice,T03966,Queens,16.84
Ethan,T03967,Brooklyn,22.49
Alice,T03968,Bronx,34.26
Ethan,T03969,Staten Island,56.78
Carlos,T03970,Staten Island,36.91
Carlos,T03971,Staten Island,45.43
Alice,T03972,Queens,72.73
Ivan,T03973,Queens,26.4
Hana,T03974,Staten Island,58.28
Hana,T03975,Bronx,61.97
Alice,T03976,Queens,61.85
Diana,T03977,Bronx,33.99
Ethan,T03978,Brooklyn,55.22
George,T03979,Bronx,23.44
George,T03980,Bronx,58.78
Julia,T03981,Queens,52.47
Bob,T03982,Bronx,69.32
Hana,T03983,Queens,55.83
Hana,T03984,Brooklyn,39.96
Diana,T03985,Manhattan,40.41
Bob,T03986,Brooklyn,26.72
Bob,T03987,Brooklyn,45.22
George,T03988,Brooklyn,17.61
Alice,T03989,Bronx,42.31
Alice,T03990,Bronx,69.7
Diana,T03991,Queens,28.27
Ethan,T03992,Bronx,41.68
Bob,T03993,Bronx,69.91
George,T03994,Queens,17.43
Diana,T03995,Manhattan,42.37
Carlos,T03996,Queens,68.5
Ethan,T03997,Staten Island,62.95
Ethan,T03998,Queens,58.49
Diana,T03999,Staten Island,53.98
Carlos,T04000,Manhattan,63.07
Alice,T04001,Staten Island,31.48
Hana,T04002,Queens,16.61
Fatima,T04003,Bronx,11.89
Ethan,T04004,Manhattan,10.12
Hana,T04005,Bronx,62.44
George,T04006,Brooklyn,18.78
Hana,T04007,Brooklyn,62.68
Fatima,T04008,Queens,19.47
George,T04009,Queens,56.28
Carlos,T04010,Bronx,40.22
Julia,T04011,Queens,29.64
Alice,T04012,Manhattan,18.65
Carlos,T04013,Bronx,74.76
Ivan,T04014,Manhattan,47.3
Diana,T04015,Queens,14.03
Ivan,T04016,Brooklyn,19.24
Bob,T04017,Queens,9.78
Ethan,T04018,Staten Island,44.76
Hana,T04019,Manhattan,42.59
Carlos,T04020,Bronx,41.64
Alice,T04021,Manhattan,29.1
Julia,T04022,Staten Island,69.16
George,T04023,Brooklyn,34.8
Fatima,T04024,Staten Island,72.12
George,T04025,Bronx,41.72
Bob,T04026,Bronx,35.96
Diana,T04027,Queens,23.9
Ethan,T04028,Staten Island,57.49
Julia,T04029,Staten Island,57.53
Fatima,T04030,Queens,44.68
George,T04031,Manhattan,58.61
Julia,T04032,Staten Island,46.28
Ethan,T04033,Staten Island,59.65
George,T04034,Brooklyn,17.96
Diana,T04035,Staten Island,12.0
Bob,T04036,Bronx,68.29
Hana,T04037,Queens,9.94
Carlos,T04038,Queens,13.78
George,T04039,Queens,43.01
Ethan,T04040,Queens,39.73
Ethan,T04041,Bronx,43.61
Diana,T04042,Brooklyn,71.84
Carlos,T04043,Manhattan,25.08
Alice,T04044,Queens,50.1
Bob,T04045,Bronx,12.78
Carlos,T04046,Bronx,58.71
Julia,T04047,Queens,11.22
Ethan,T04048,Brooklyn,70.17
Fatima,T04049,Brooklyn,16.01
Ethan,T04050,Queens,13.46
Fatima,T04051,Bronx,16.57
Julia,T04052,Bronx,24.78
Hana,T04053,Manhattan,68.38
Alice,T04054,Manhattan,38.35
Fatima,T04055,Staten Island,63.79
Ethan,T04056,Queens,48.49
Julia,T04057,Bronx,30.87
Ethan,T04058,Brooklyn,37.65
Ethan,T04059,Queens,26.64
Ethan,T04060,Staten Island,43.67
Carlos,T04061,Staten Island,8.76
Ethan,T04062,Staten Island,21.33
Carlos,T04063,Staten Island,29.95
Fatima,T04064,Queens,40.37
Ivan,T04065,Queens,72.97
Hana,T04066,Brooklyn,58.65
Fatima,T04067,Queens,12.21
Bob,T04068,Queens,15.9
George,T04069,Brooklyn,21.14
Alice,T04070,Staten Island,46.66
Bob,T04071,Manhattan,23.2
Bob,T04072,Queens,71.17
Hana,T04073,Manhattan,60.59
Alice,T04074,Bronx,47.87
George,T04075,Staten Island,16.99
Julia,T04076,Queens,66.69
Bob,T04077,Bronx,53.16
Ethan,T04078,Manhattan,10.01
Hana,T04079,Brooklyn,11.49
Diana,T04080,Brooklyn,27.79
Ivan,T04081,Brooklyn,14.15
George,T04082,Bronx,60.91
Alice,T04083,Brooklyn,31.17
Bob,T04084,Brooklyn,60.7
Hana,T04085,Brooklyn,24.89
Bob,T04086,Staten Island,12.26
George,T04087,Bronx,56.65
Fatima,T04088,Brooklyn,45.02
Alice,T04089,Manhattan,21.1
Carlos,T04090,Queens,12.15
Ethan,T04091,Staten Island,19.57
Carlos,T04092,Bronx,58.03
Carlos,T04093,Staten Island,55.44
Diana,T04094,Manhattan,16.66
Ethan,T04095,Staten Island,13.27
Hana,T04096,Staten Island,17.78
Bob,T04097,Queens,73.19
Fatima,T04098,Manhattan,30.1
Carlos,T04099,Manhattan,61.84
Ethan,T04100,Queens,32.88
Ethan,T04101,Bronx,46.02
Diana,T04102,Manhattan,31.74
Julia,T04103,Brooklyn,20.88
Ivan,T04104,Queens,29.3
Julia,T04105,Queens,33.11
Hana,T04106,Brooklyn,63.24
George,T04107,Brooklyn,17.41
George,T04108,Brooklyn,66.0
Julia,T04109,Manhattan,64.51
Carlos,T04110,Brooklyn,23.53
Ivan,T04111,Staten Island,57.56
Ivan,T04112,Staten Island,18.12
Carlos,T04113,Staten Island,41.9
Bob,T04114,Staten Island,10.08
Hana,T04115,Brooklyn,14.75
Fatima,T04116,Manhattan,13.93
Hana,T04117,Manhattan,27.2
Ivan,T04118,Brooklyn,32.9
George,T04119,Manhattan,11.91
George,T04120,Queens,47.43
Alice,T04121,Brooklyn,42.11
Carlos,T04122,Bronx,23.31
Fatima,T04123,Staten Island,65.63
Bob,T04124,Brooklyn,40.44
Diana,T04125,Bronx,29.53
Ethan,T04126,Staten Island,16.04
George,T04127,Staten Island,18.54
Diana,T04128,Staten Island,56.97
Alice,T04129,Bronx,20.39
Bob,T04130,Brooklyn,48.66
Carlos,T04131,Bronx,15.64
Fatima,T04132,Brooklyn,58.38
Alice,T04133,Brooklyn,67.83
Julia,T04134,Queens,61.79
Alice,T04135,Bronx,51.28
Alice,T04136,Bronx,74.14
Alice,T04137,Staten Island,64.1
Fatima,T04138,Brooklyn,54.02
Fatima,T04139,Staten Island,8.59
Ethan,T04140,Staten Island,40.86
Julia,T04141,Manhattan,55.98
Ivan,T04142,Bronx,45.45
Ethan,T04143,Brooklyn,67.29
Diana,T04144,Manhattan,31.26
Carlos,T04145,Brooklyn,58.11
Carlos,T04146,Queens,42.32
Julia,T04147,Bronx,51.93
Bob,T04148,Brooklyn,19.94
Alice,T04149,Brooklyn,46.35
George,T04150,Brooklyn,25.51
Ivan,T04151,Bronx,46.54
George,T04152,Bronx,41.82
Ivan,T04153,Brooklyn,58.13
Alice,T04154,Bronx,61.55
Ethan,T04155,Staten Island,52.22
George,T04156,Bronx,24.71
Carlos,T04157,Staten Island,69.42
Diana,T04158,Queens,69.25
Ethan,T04159,Brooklyn,74.99
Ethan,T04160,Manhattan,70.07
Fatima,T04161,Staten Island,74.26
George,T04162,Manhattan,39.44
George,T04163,Staten Island,45.53
George,T04164,Brooklyn,66.89
Ethan,T04165,Brooklyn,66.62
Julia,T04166,Staten Island,53.46
Ethan,T04167,Queens,39.48
Hana,T04168,Bronx,56.37
Ivan,T04169,Manhattan,70.82
Hana,T04170,Manhattan,22.94
Ivan,T04171,Staten Island,74.97
Hana,T04172,Bronx,46.21
Ivan,T04173,Bronx,34.27
Diana,T04174,Bronx,74.0
Ethan,T04175,Brooklyn,61.93
Julia,T04176,Brooklyn,8.32
Julia,T04177,Queens,32.3
George,T04178,Bronx,29.62
Diana,T04179,Manhattan,10.21
Carlos,T04180,Manhattan,53.69
Bob,T04181,Staten Island,70.4
Fatima,T04182,Bronx,67.21
Alice,T04183,Brooklyn,16.44
Alice,T04184,Queens,36.53
Fatima,T04185,Brooklyn,11.02
Bob,T04186,Brooklyn,63.57
Julia,T04187,Brooklyn,23.99
Fatima,T04188,Manhattan,71.52
Hana,T04189,Queens,15.24
Carlos,T04190,Bronx,32.76
Hana,T04191,Queens,58.14
Bob,T04192,Staten Island,38.7
Hana,T04193,Queens,40.87
George,T04194,Brooklyn,30.71
Carlos,T04195,Staten Island,74.37
Diana,T04196,Manhattan,69.3
Fatima,T04197,Bronx,48.07
Ethan,T04198,Manhattan,40.15
Diana,T04199,Brooklyn,11.47
Hana,T04200,Brooklyn,63.09
Diana,T04201,Staten Island,73.08
Ivan,T04202,Bronx,12.59
Carlos,T04203,Brooklyn,29.43
Fatima,T04204,Queens,32.1
Ethan,T04205,Queens,19.17
Bob,T04206,Manhattan,74.75
Diana,T04207,Bronx,45.52
Ethan,T04208,Manhattan,21.08
George,T04209,Manhattan,62.66
Ivan,T04210,Staten Island,51.3
Ivan,T04211,Manhattan,28.22
Julia,T04212,Manhattan,65.15
Diana,T04213,Manhattan,26.47
Fatima,T04214,Manhattan,45.28
Carlos,T04215,Manhattan,15.86
Ethan,T04216,Manhattan,12.66
Ivan,T04217,Manhattan,16.43
Bob,T04218,Manhattan,12.36
Hana,T04219,Queens,66.36
Carlos,T04220,Manhattan,63.64
Ethan,T04221,Brooklyn,67.04
Fatima,T04222,Staten Island,40.97
Diana,T04223,Bronx,36.33
George,T04224,Queens,72.42
Hana,T04225,Bronx,45.35
Hana,T04226,Bronx,65.7
Carlos,T04227,Staten Island,55.78
Hana,T04228,Manhattan,20.32
Ethan,T04229,Queens,8.69
Hana,T04230,Staten Island,50.95
Julia,T04231,Queens,23.43
George,T04232,Queens,66.87
George,T04233,Bronx,22.29
Ivan,T04234,Brooklyn,30.42
Diana,T04235,Queens,61.12
Alice,T04236,Brooklyn,32.85
Alice,T04237,Queens,70.47
Hana,T04238,Brooklyn,70.19
Carlos,T04239,Bronx,28.49
Ethan,T04240,Queens,39.24
Ethan,T04241,Bronx,8.71
Ivan,T04242,Bronx,20.98
Alice,T04243,Staten Island,32.88
Ivan,T04244,Brooklyn,54.46
Fatima,T04245,Brooklyn,33.77
Ethan,T04246,Manhattan,74.93
Ethan,T04247,Bronx,23.53
Ivan,T04248,Staten Island,73.32
Fatima,T04249,Staten Island,55.98
Ethan,T04250,Brooklyn,64.63
Bob,T04251,Bronx,20.64
Ethan,T04252,Bronx,63.48
Alice,T04253,Brooklyn,21.1
Bob,T04254,Queens,34.76
Hana,T04255,Bronx,49.25
Fatima,T04256,Bronx,12.55
Julia,T04257,Manhattan,69.26
Fatima,T04258,Brooklyn,26.91
Diana,T04259,Staten Island,41.58
Ivan,T04260,Manhattan,45.09
Ethan,T04261,Staten Island,25.23
Carlos,T04262,Staten Island,24.75
George,T04263,Staten Island,74.48
Alice,T04264,Staten Island,36.44
Fatima,T04265,Manhattan,61.95
Ethan,T04266,Staten Island,53.16
Ethan,T04267,Queens,49.13
Hana,T04268,Brooklyn,65.1
Ivan,T04269,Queens,27.93
George,T04270,Manhattan,24.52
Hana,T04271,Bronx,31.73
Diana,T04272,Manhattan,43.16
Ethan,T04273,Queens,32.19
Alice,T04274,Brooklyn,59.56
Ethan,T04275,Bronx,22.3
Ethan,T04276,Queens,66.78
Ivan,T04277,Brooklyn,27.34
Julia,T04278,Staten Island,15.42
Diana,T04279,Staten Island,11.36
Ethan,T04280,Manhattan,66.31
Carlos,T04281,Brooklyn,29.68
Hana,T04282,Brooklyn,59.84
Ethan,T04283,Brooklyn,68.18
Alice,T04284,Manhattan,69.45
Diana,T04285,Manhattan,19.84
Carlos,T04286,Bronx,9.81
Ethan,T04287,Bronx,20.7
Bob,T04288,Bronx,74.75
Ivan,T04289,Brooklyn,40.48
Ivan,T04290,Staten Island,53.63
Carlos,T04291,Brooklyn,9.38
Alice,T04292,Queens,19.34
Hana,T04293,Bronx,67.7
Carlos,T04294,Brooklyn,32.92
Hana,T04295,Bronx,16.45
Julia,T04296,Brooklyn,25.83
Hana,T04297,Queens,16.56
Fatima,T04298,Bronx,11.64
Julia,T04299,Queens,14.32
Hana,T04300,Queens,72.71
Diana,T04301,Brooklyn,27.93
Julia,T04302,Bronx,64.32
Fatima,T04303,Staten Island,36.35
George,T04304,Queens,13.49
Fatima,T04305,Manhattan,49.58
Bob,T04306,Staten Island,62.3
Bob,T04307,Manhattan,62.54
Carlos,T04308,Bronx,30.15
Hana,T04309,Queens,18.81
Hana,T04310,Queens,53.41
Ethan,T04311,Brooklyn,56.67
Ethan,T04312,Brooklyn,59.97
Diana,T04313,Staten Island,70.67
Bob,T04314,Bronx,56.98
Diana,T04315,Manhattan,46.18
Fatima,T04316,Brooklyn,59.29
George,T04317,Staten Island,42.89
Carlos,T04318,Bronx,30.5
Hana,T04319,Staten Island,25.77
Carlos,T04320,Queens,28.91
Fatima,T04321,Brooklyn,65.84
Carlos,T04322,Staten Island,25.62
Hana,T04323,Queens,61.94
Fatima,T04324,Brooklyn,52.38
Alice,T04325,Bronx,16.69
Diana,T04326,Manhattan,66.15
Fatima,T04327,Brooklyn,20.6
Bob,T04328,Bronx,10.2
Alice,T04329,Queens,68.67
Julia,T04330,Staten Island,61.67
Ethan,T04331,Brooklyn,19.19
Alice,T04332,Bronx,39.88
Julia,T04333,Brooklyn,56.39
Carlos,T04334,Brooklyn,66.38
Bob,T04335,Staten Island,28.15
Diana,T04336,Brooklyn,24.78
George,T04337,Manhattan,11.7
Julia,T04338,Brooklyn,14.37
Fatima,T04339,Bronx,29.26
Carlos,T04340,Staten Island,42.89
Carlos,T04341,Bronx,34.35
Ethan,T04342,Queens,10.93
Fatima,T04343,Bronx,42.95
Ivan,T04344,Staten Island,23.04
Bob,T04345,Manhattan,66.11
Carlos,T04346,Manhattan,14.52
Alice,T04347,Brooklyn,46.48
Carlos,T04348,Brooklyn,42.23
Hana,T04349,Queens,14.84
Diana,T04350,Manhattan,68.2
Fatima,T04351,Queens,24.99
Diana,T04352,Queens,12.15
Alice,T04353,Queens,48.66
Diana,T04354,Queens,23.46
Fatima,T04355,Queens,59.25
Fatima,T04356,Queens,8.47
Alice,T04357,Staten Island,16.39
Fatima,T04358,Manhattan,21.55
Carlos,T04359,Manhattan,43.06
Fatima,T04360,Bronx,71.81
Hana,T04361,Brooklyn,21.71
Bob,T04362,Brooklyn,25.98
George,T04363,Staten Island,51.7
Carlos,T04364,Manhattan,40.66
Alice,T04365,Bronx,29.68
Hana,T04366,Bronx,39.24
Diana,T04367,Bronx,14.75
Alice,T04368,Brooklyn,22.33
Carlos,T04369,Bronx,49.0
Ethan,T04370,Manhattan,14.03
George,T04371,Brooklyn,57.22
Fatima,T04372,Brooklyn,62.79
Julia,T04373,Bronx,25.44
Hana,T04374,Queens,25.31
Fatima,T04375,Queens,27.81
Bob,T04376,Staten Island,11.71
Diana,T04377,Brooklyn,13.96
Ivan,T04378,Manhattan,59.3
George,T04379,Manhattan,41.85
Alice,T04380,Brooklyn,13.69
Ivan,T04381,Brooklyn,33.43
Alice,T04382,Staten Island,44.22
Bob,T04383,Queens,70.25
Fatima,T04384,Bronx,59.86
Ethan,T04385,Manhattan,48.71
George,T04386,Queens,47.98
Ethan,T04387,Staten Island,69.5
Ivan,T04388,Staten Island,27.94
George,T04389,Manhattan,38.29
Hana,T04390,Manhattan,64.01
Carlos,T04391,Staten Island,53.76
Ethan,T04392,Manhattan,72.86
Diana,T04393,Bronx,42.8
Diana,T04394,Bronx,37.05
Carlos,T04395,Brooklyn,51.9
Carlos,T04396,Brooklyn,36.74
Julia,T04397,Queens,56.03
Ivan,T04398,Bronx,25.26
Ethan,T04399,Bronx,69.41
Carlos,T04400,Manhattan,66.62
Julia,T04401,Brooklyn,62.95
Carlos,T04402,Brooklyn,67.67
Diana,T04403,Manhattan,42.81
George,T04404,Queens,56.36
George,T04405,Manhattan,48.2
Alice,T04406,Brooklyn,63.02
Bob,T04407,Bronx,9.88
Ivan,T04408,Brooklyn,48.62
Alice,T04409,Queens,64.12
Diana,T04410,Bronx,17.82
Bob,T04411,Brooklyn,37.71
Alice,T04412,Brooklyn,39.87
Ethan,T04413,Queens,49.48
Ethan,T04414,Brooklyn,34.92
Diana,T04415,Queens,9.83
Diana,T04416,Brooklyn,49.97
Alice,T04417,Manhattan,33.02
Carlos,T04418,Staten Island,70.92
Ethan,T04419,Brooklyn,66.12
Bob,T04420,Queens,18.72
Alice,T04421,Brooklyn,42.71
Ethan,T04422,Staten Island,36.23
Julia,T04423,Manhattan,24.06
Julia,T04424,Brooklyn,36.19
Bob,T04425,Staten Island,68.31
Ivan,T04426,Staten Island,43.28
Fatima,T04427,Brooklyn,51.24
Julia,T04428,Bronx,50.13
Julia,T04429,Brooklyn,31.87
Carlos,T04430,Brooklyn,19.35
Bob,T04431,Bronx,13.34
Ethan,T04432,Brooklyn,33.81
Bob,T04433,Manhattan,51.7
Carlos,T04434,Queens,65.83
Alice,T04435,Staten Island,72.62
Carlos,T04436,Staten Island,35.16
Diana,T04437,Brooklyn,10.84
George,T04438,Manhattan,41.38
Diana,T04439,Queens,16.28
Hana,T04440,Bronx,34.27
Alice,T04441,Manhattan,21.33
Fatima,T04442,Brooklyn,22.87
Ivan,T04443,Staten Island,21.64
Ivan,T04444,Manhattan,38.56
George,T04445,Bronx,62.01
Fatima,T04446,Staten Island,72.8
Hana,T04447,Bronx,66.89
Ethan,T04448,Queens,20.1
Fatima,T04449,Bronx,34.31
George,T04450,Manhattan,32.27
Diana,T04451,Manhattan,57.73
Ethan,T04452,Brooklyn,27.26
Bob,T04453,Queens,63.61
Fatima,T04454,Staten Island,15.98
Ivan,T04455,Queens,71.77
George,T04456,Brooklyn,19.85
Bob,T04457,Staten Island,49.74
Bob,T04458,Bronx,13.96
Alice,T04459,Brooklyn,52.2
Ivan,T04460,Queens,40.51
Fatima,T04461,Queens,10.36
Fatima,T04462,Brooklyn,51.66
Ivan,T04463,Manhattan,68.08
Ethan,T04464,Bronx,65.67
Diana,T04465,Bronx,41.35
George,T04466,Manhattan,42.12
Hana,T04467,Manhattan,31.0
Hana,T04468,Staten Island,13.21
Bob,T04469,Brooklyn,40.11
Diana,T04470,Manhattan,46.77
Bob,T04471,Manhattan,65.52
Alice,T04472,Brooklyn,20.49
Ethan,T04473,Manhattan,14.9
Julia,T04474,Queens,17.63
Diana,T04475,Queens,25.01
Diana,T04476,Manhattan,20.66
Ivan,T04477,Bronx,54.57
Ivan,T04478,Manhattan,51.39
Alice,T04479,Bronx,30.52
Fatima,T04480,Bronx,70.02
Hana,T04481,Queens,52.61
Fatima,T04482,Bronx,61.79
Fatima,T04483,Queens,36.54
Diana,T04484,Staten Island,9.37
Ivan,T04485,Bronx,69.6
Diana,T04486,Staten Island,22.71
Hana,T04487,Manhattan,68.04
Carlos,T04488,Brooklyn,44.23
Julia,T04489,Manhattan,72.45
Julia,T04490,Staten Island,64.02
Ivan,T04491,Manhattan,47.37
George,T04492,Manhattan,28.55
George,T04493,Bronx,9.36
Ivan,T04494,Staten Island,46.69
Julia,T04495,Queens,28.6
Diana,T04496,Staten Island,36.88
Fatima,T04497,Bronx,47.45
Diana,T04498,Queens,56.41
Ethan,T04499,Manhattan,31.84
Hana,T04500,Staten Island,41.33
Julia,T04501,Bronx,52.47
Ethan,T04502,Manhattan,47.09
Ethan,T04503,Bronx,42.24
Hana,T04504,Brooklyn,34.52
Bob,T04505,Bronx,28.47
Fatima,T04506,Queens,48.92
Diana,T04507,Bronx,23.66
Carlos,T04508,Staten Island,29.47
Ethan,T04509,Queens,18.7
Alice,T04510,Bronx,22.12
Bob,T04511,Staten Island,18.16
George,T04512,Queens,38.98
Bob,T04513,Bronx,72.35
Diana,T04514,Manhattan,66.61
Julia,T04515,Brooklyn,28.58
Ivan,T04516,Staten Island,63.73
Ethan,T04517,Bronx,39.58
Bob,T04518,Staten Island,19.83
George,T04519,Queens,57.58
Carlos,T04520,Manhattan,39.78
Hana,T04521,Manhattan,29.42
Hana,T04522,Bronx,30.91
Diana,T04523,Staten Island,70.07
Julia,T04524,Staten Island,15.2
Alice,T04525,Queens,40.84
Carlos,T04526,Manhattan,26.36
Hana,T04527,Brooklyn,42.42
Ivan,T04528,Staten Island,26.6
Ivan,T04529,Brooklyn,72.54
George,T04530,Manhattan,44.12
Hana,T04531,Queens,39.82
Julia,T04532,Manhattan,9.01
Bob,T04533,Bronx,38.05
Julia,T04534,Staten Island,47.54
Hana,T04535,Manhattan,8.97
Alice,T04536,Queens,44.32
Ethan,T04537,Queens,24.67
Ivan,T04538,Queens,26.04
Alice,T04539,Manhattan,14.27
Fatima,T04540,Brooklyn,58.18
Fatima,T04541,Bronx,64.36
Diana,T04542,Brooklyn,26.4
Fatima,T04543,Bronx,10.24
Hana,T04544,Manhattan,52.25
Julia,T04545,Bronx,53.91
Julia,T04546,Queens,32.43
Fatima,T04547,Queens,69.03
Ethan,T04548,Staten Island,19.03
Ivan,T04549,Manhattan,42.87
Bob,T04550,Bronx,63.46
Ivan,T04551,Staten Island,39.24
Hana,T04552,Bronx,51.35
Bob,T04553,Bronx,32.07
George,T04554,Queens,19.9
Hana,T04555,Staten Island,29.96
Alice,T04556,Manhattan,29.21
Diana,T04557,Bronx,25.74
Hana,T04558,Queens,8.45
Julia,T04559,Queens,59.9
Ivan,T04560,Staten Island,12.1
Ivan,T04561,Queens,66.41
Julia,T04562,Bronx,72.5
Alice,T04563,Manhattan,72.92
Hana,T04564,Brooklyn,18.72
Ethan,T04565,Brooklyn,18.29
Julia,T04566,Queens,32.12
Fatima,T04567,Queens,65.91
Carlos,T04568,Manhattan,69.68
Carlos,T04569,Queens,70.49
George,T04570,Queens,35.91
Ivan,T04571,Bronx,14.87
Ethan,T04572,Staten Island,22.79
George,T04573,Manhattan,25.85
George,T04574,Brooklyn,34.36
Julia,T04575,Manhattan,31.27
George,T04576,Queens,17.19
Diana,T04577,Staten Island,9.01
Hana,T04578,Bronx,53.51
George,T04579,Bronx,26.87
Julia,T04580,Staten Island,69.22
Diana,T04581,Queens,53.86
Alice,T04582,Manhattan,9.63
Ethan,T04583,Queens,71.86
Carlos,T04584,Queens,18.26
Julia,T04585,Queens,52.74
Carlos,T04586,Manhattan,39.28
Diana,T04587,Bronx,24.13
Hana,T04588,Staten Island,66.79
Fatima,T04589,Manhattan,12.09
Hana,T04590,Manhattan,73.03
Carlos,T04591,Queens,70.22
Carlos,T04592,Queens,33.6
Alice,T04593,Manhattan,64.15
Fatima,T04594,Staten Island,29.06
Hana,T04595,Manhattan,25.51
Diana,T04596,Queens,50.61
Julia,T04597,Bronx,42.5
Carlos,T04598,Staten Island,38.62
Alice,T04599,Bronx,65.32
Julia,T04600,Brooklyn,45.89
Diana,T04601,Queens,56.94
Alice,T04602,Bronx,55.85
Ivan,T04603,Staten Island,14.9
Diana,T04604,Queens,39.4
George,T04605,Staten Island,45.54
Ivan,T04606,Queens,70.25
Julia,T04607,Queens,57.52
Hana,T04608,Manhattan,23.78
Alice,T04609,Staten Island,45.85
Fatima,T04610,Queens,34.27
Hana,T04611,Bronx,53.38
Ethan,T04612,Brooklyn,34.42
Carlos,T04613,Brooklyn,58.83
Ivan,T04614,Staten Island,58.21
Fatima,T04615,Queens,11.38
Julia,T04616,Queens,22.85
George,T04617,Manhattan,14.31
Carlos,T04618,Brooklyn,47.17
Hana,T04619,Queens,10.39
Diana,T04620,Brooklyn,56.43
Carlos,T04621,Staten Island,17.87
Alice,T04622,Bronx,30.59
Fatima,T04623,Staten Island,8.35
Bob,T04624,Queens,55.48
Fatima,T04625,Manhattan,41.01
Julia,T04626,Staten Island,59.26
Ethan,T04627,Bronx,49.85
Ethan,T04628,Brooklyn,67.75
Hana,T04629,Manhattan,66.49
Hana,T04630,Staten Island,55.82
Julia,T04631,Queens,61.81
Carlos,T04632,Staten Island,37.69
Ethan,T04633,Staten Island,21.85
Hana,T04634,Manhattan,36.06
Bob,T04635,Manhattan,61.06
Hana,T04636,Bronx,49.16
Ivan,T04637,Manhattan,37.5
Julia,T04638,Queens,29.73
Bob,T04639,Manhattan,62.21
Diana,T04640,Brooklyn,70.83
Diana,T04641,Bronx,28.24
Hana,T04642,Staten Island,57.4
Hana,T04643,Bronx,47.74
Alice,T04644,Bronx,18.62
Ethan,T04645,Bronx,15.78
Ethan,T04646,Brooklyn,8.66
Bob,T04647,Queens,37.78
Carlos,T04648,Queens,32.15
Alice,T04649,Queens,53.47
Alice,T04650,Queens,29.37
Ethan,T04651,Staten Island,29.79
Hana,T04652,Manhattan,16.36
Ethan,T04653,Queens,38.44
Alice,T04654,Bronx,53.12
Julia,T04655,Manhattan,20.97
Fatima,T04656,Staten Island,24.4
Bob,T04657,Manhattan,51.64
Alice,T04658,Manhattan,9.71
Carlos,T04659,Queens,68.59
Carlos,T04660,Manhattan,24.36
Alice,T04661,Bronx,18.01
Alice,T04662,Queens,9.7
Carlos,T04663,Staten Island,72.93
Bob,T04664,Brooklyn,57.86
Bob,T04665,Queens,46.92
Carlos,T04666,Queens,30.12
Alice,T04667,Queens,62.44
Fatima,T04668,Brooklyn,45.56
Bob,T04669,Brooklyn,36.32
Hana,T04670,Manhattan,45.27
Hana,T04671,Manhattan,41.3
Carlos,T04672,Manhattan,69.4
Alice,T04673,Brooklyn,66.33
Ivan,T04674,Bronx,56.37
Fatima,T04675,Staten Island,20.12
Bob,T04676,Queens,48.51
Julia,T04677,Bronx,19.68
Diana,T04678,Staten Island,72.53
Ethan,T04679,Manhattan,55.78
Fatima,T04680,Staten Island,68.14
George,T04681,Queens,54.94
Julia,T04682,Manhattan,71.41
George,T04683,Manhattan,12.89
George,T04684,Bronx,30.84
Diana,T04685,Queens,40.03
Carlos,T04686,Queens,26.45
Ethan,T04687,Manhattan,10.55
Ivan,T04688,Manhattan,73.86
Diana,T04689,Brooklyn,71.12
Julia,T04690,Bronx,58.64
Ethan,T04691,Brooklyn,63.59
George,T04692,Staten Island,8.14
Alice,T04693,Brooklyn,9.65
Fatima,T04694,Brooklyn,69.27
Diana,T04695,Queens,34.1
George,T04696,Manhattan,42.66
Bob,T04697,Staten Island,33.05
Julia,T04698,Brooklyn,74.31
Fatima,T04699,Staten Island,66.87
Fatima,T04700,Bronx,41.49
Fatima,T04701,Brooklyn,19.78
Hana,T04702,Brooklyn,42.93
Bob,T04703,Manhattan,71.04
George,T04704,Staten Island,43.31
Alice,T04705,Manhattan,10.98
